id,title,author,created_at,closed_at,labels,time_to_solve
2506363564,drivers: eth: native_tap: Init MAC properly,SeppoTakalo,2025-05-08 08:05:33+00:00,2025-05-08 13:56:28+00:00,"{'bug': 1, 'area: native port': 1, 'area: Ethernet': 1, 'Trivial': 1}",0 days 05:50:55
2504504242,nordic GPD: select PINCTRL,bjarki-andreasen,2025-05-07 14:04:29+00:00,2025-05-14 14:27:10+00:00,"{'bug': 1, 'platform: nRF': 1, 'Trivial': 1, 'size: XS': 1}",7 days 00:22:41
2501604482,net: dhcpv4: Fixes for Pad option handling and Request message xid value,rlubos,2025-05-06 13:17:29+00:00,2025-05-08 13:55:55+00:00,"{'bug': 1, 'area: Networking': 1, 'backport v3.7-branch': 1, 'backport v4.1-branch': 1}",2 days 00:38:26
2501417208,mgmt: hawkbit: Fix cancelAction string handling,maass-hamburg,2025-05-06 12:08:20+00:00,2025-05-08 13:55:48+00:00,"{'bug': 1, 'area: hawkBit': 1, 'size: XS': 1, 'backport v4.1-branch': 1}",2 days 01:47:28
2501327575,net: http: client: Fix the body callback processing,rlubos,2025-05-06 11:29:45+00:00,2025-05-08 12:01:07+00:00,"{'bug': 1, 'area: Networking': 1, 'area: HTTP': 1}",2 days 00:31:22
2495333871,drivers: udc_smartbond: Fix calls to udc_get_ep_cfg(),ydamigos,2025-05-02 09:57:13+00:00,2025-05-06 10:00:23+00:00,"{'bug': 1, 'area: USB': 1, 'platform: Renesas SmartBond': 1}",4 days 00:03:10
2492296133,Fix operation bounds check for Flash Map API,de-nordic,2025-04-30 18:48:07+00:00,2025-05-05 08:57:51+00:00,"{'bug': 1, 'area: Flash': 1, 'backport v3.7-branch': 1, 'backport v4.0-branch': 1, 'backport v4.1-branch': 1}",4 days 14:09:44
2491359341,net: conn_mgr: sntp: logging: backend: net: extend usage,maass-hamburg,2025-04-30 12:30:20+00:00,2025-05-10 11:02:22+00:00,"{'bug': 1, 'area: Networking': 1, 'area: Logging': 1}",9 days 22:32:02
2488955632,drivers/sensor: lis2dux12: add high performance mode,avisconti,2025-04-29 13:47:36+00:00,2025-05-01 16:17:06+00:00,"{'bug': 1, 'area: Drivers': 1, 'area: Sensors': 1}",2 days 02:29:30
2485252496,drivers: spi: Add condition to check buffer pointer,khoa-nguyen-18,2025-04-28 09:16:57+00:00,2025-06-18 13:27:34+00:00,"{'bug': 1, 'area: SPI': 1, 'platform: Renesas RA': 1}",51 days 04:10:37
2485148703,"Revert ""west: fix for context with sysbuild""",nordicjm,2025-04-28 08:36:00+00:00,2025-04-28 11:41:35+00:00,"{'priority: high': 1, 'Regression': 1, 'area: West': 1, 'Hotfix': 1}",0 days 03:05:35
2481371243,Bluetooth: CSIP: Set member: Fix issue with re-registration,Thalley,2025-04-25 11:38:57+00:00,2025-05-27 12:45:16+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'area: Bluetooth Audio': 1, 'platform: nRF BSIM': 1}",32 days 01:06:19
2476028480,sys: ring_buffer: fix possible ring_buf_put_claim() wrong size,butok,2025-04-23 12:12:55+00:00,2025-04-26 15:14:44+00:00,"{'bug': 1, 'area: Base OS': 1}",3 days 03:01:49
2475058005,soc: ambiq: Add missing LOG_MODULE_REGISTER in soc,AlessandroLuo,2025-04-23 05:18:07+00:00,2025-04-23 08:04:10+00:00,"{'bug': 1, 'Hotfix': 1, 'platform: Ambiq': 1}",0 days 02:46:03
2470032275,drivers: stepper: Fix stepper callbacks when using work_q,jbr7rr,2025-04-20 12:13:25+00:00,2025-05-04 17:55:52+00:00,"{'bug': 1, 'area: Stepper': 1}",14 days 05:42:27
2462907386,manifest: Remove wrong remote,nordicjm,2025-04-16 08:34:11+00:00,2025-04-16 09:18:16+00:00,"{'priority: high': 1, 'Regression': 1, 'Trivial': 1}",0 days 00:44:05
2458128689,sensor: lsm6dsv16x: fix rtio/iodev prefix names,avisconti,2025-04-14 16:38:30+00:00,2025-04-22 02:33:28+00:00,"{'bug': 1, 'area: Drivers': 1, 'area: Sensors': 1, 'Trivial': 1, 'area: RTIO': 1}",7 days 09:54:58
2456090080,boards: disco_l475_iot1: fix arduino_i2c assignment,glenn-andrews,2025-04-13 13:49:19+00:00,2025-04-22 12:03:02+00:00,"{'bug': 1, 'platform: STM32': 1, 'size: XS': 1, 'backport v3.7-branch': 1, 'backport v4.0-branch': 1, 'backport v4.1-branch': 1}",8 days 22:13:43
2451835617,tests: Bluetooth: Tester: Fix bad rsp len of CAP broadcast setup,Thalley,2025-04-10 17:45:23+00:00,2025-05-07 11:31:40+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'Trivial': 1, 'area: Bluetooth Qualification': 1, 'area: Bluetooth Audio': 1, 'size: XS': 1}",26 days 17:46:17
2450298020,mgmt: hawkbit: also clear in the call of hawkbit_autohandler(),maass-hamburg,2025-04-10 07:23:18+00:00,2025-05-07 09:44:59+00:00,"{'bug': 1, 'area: hawkBit': 1, 'backport v4.0-branch': 1, 'backport v4.1-branch': 1}",27 days 02:21:41
2448427108,tests: Bluetooth: tester: BAP: Fix wrong wrong bcast rsp sizes,Thalley,2025-04-09 12:08:55+00:00,2025-04-19 09:48:17+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'Trivial': 1, 'area: Bluetooth Qualification': 1, 'area: Bluetooth Audio': 1}",9 days 21:39:22
2447974383,samples: Bluetooth: BAP: Unicast Server: Fix bad valid check,Thalley,2025-04-09 09:08:52+00:00,2025-04-11 14:18:24+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'area: Samples': 1, 'Trivial': 1, 'area: Bluetooth Audio': 1, 'size: XS': 1}",2 days 05:09:32
2447970805,tests: Bluetooth: Tester: Fix bad check for valid RX,Thalley,2025-04-09 09:07:38+00:00,2025-04-09 13:23:39+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'Trivial': 1, 'area: Bluetooth Qualification': 1, 'area: Bluetooth Audio': 1}",0 days 04:16:01
2447822166,tests: drivers: flash: common: Fixing the overlapping case,khoa-nguyen-18,2025-04-09 08:03:54+00:00,2025-04-23 08:04:02+00:00,"{'bug': 1, 'area: Flash': 1}",14 days 00:00:08
2445660328,sensor: lsm6dsv16x: fix building in rtio config,avisconti,2025-04-08 11:33:57+00:00,2025-04-10 12:43:53+00:00,"{'bug': 1, 'area: Drivers': 1, 'area: Sensors': 1, 'area: RTIO': 1}",2 days 01:09:56
2443613210,arch: arm: pm_s2ram: fix compatibility with ARMv6-M again,mathieuchopstm,2025-04-07 15:10:12+00:00,2025-05-13 15:46:40+00:00,"{'bug': 1, 'area: ARM': 1}",36 days 00:36:28
2439554333,soc: nxp: rw61x: enable USB clock for UDC,DerekSnell,2025-04-04 13:29:58+00:00,2025-04-10 13:51:45+00:00,"{'bug': 1, 'platform: NXP': 1}",6 days 00:21:47
2439309652,Bluetooth: pacs: Fixed pacs_get_available_context,dereje-demant,2025-04-04 11:37:07+00:00,2025-04-08 12:23:30+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'area: Bluetooth Audio': 1}",4 days 00:46:23
2436008029,drivers: usb: stm32: fix stm32u5x clock disable in sleep mode,vai-rikar,2025-04-03 05:46:25+00:00,2025-06-23 14:43:55+00:00,"{'bug': 1, 'area: USB': 1, 'platform: STM32': 1, 'size: XS': 1}",81 days 08:57:30
2426844634,logging: uart_backend: add uncached async uart buffers support,JarmouniA,2025-03-29 10:36:40+00:00,2025-05-05 10:20:42+00:00,"{'bug': 1, 'area: Samples': 1, 'area: Logging': 1, 'platform: STM32': 1}",36 days 23:44:02
2426687398,doc: services: logging: Remove reference for nonexistent test,soburi,2025-03-29 04:17:57+00:00,2025-03-29 09:47:59+00:00,"{'bug': 1, 'area: Logging': 1, 'Hotfix': 1}",0 days 05:30:02
2423873760,Bluetooth: Mesh: Shell: fix publication period calculation,raulgotor,2025-03-27 22:28:09+00:00,2025-03-31 23:48:11+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'area: Bluetooth Mesh': 1, 'size: XS': 1}",4 days 01:20:02
2423848539,Bluetooth: TBS: Client: Fix sizeof('\0'),Thalley,2025-03-27 22:15:05+00:00,2025-03-28 11:20:11+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'Trivial': 1, 'area: Bluetooth Audio': 1}",0 days 13:05:06
2416923398,tests: Bluetooth: Tester: Add missing checks for tx in bcast,Thalley,2025-03-25 14:54:44+00:00,2025-05-07 11:31:10+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'area: Bluetooth Qualification': 1, 'area: Bluetooth Audio': 1}",42 days 20:36:26
2414355362,tests: Bluetooth: tester: Audio: Fix wrong wrong rsp sizes,Thalley,2025-03-24 17:16:07+00:00,2025-04-07 11:30:59+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'area: Bluetooth Qualification': 1, 'area: Bluetooth Audio': 1}",13 days 18:14:52
2412462097,Bluetooth: Classic: L2CAP: Fix building warnings,lylezhu2012,2025-03-24 02:33:44+00:00,2025-03-24 18:24:17+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'Hotfix': 1, 'area: Bluetooth Classic': 1}",0 days 15:50:33
2412316474,i2c: stm32: add missing DMA configuration fields,sgilbert182,2025-03-23 23:47:12+00:00,2025-04-22 13:04:11+00:00,"{'bug': 1, 'area: I2C': 1, 'platform: STM32': 1}",29 days 13:16:59
2394035152,samples/drivers/mbox: Fix test regex,aescolar,2025-03-14 16:05:59+00:00,2025-03-22 01:41:06+00:00,"{'bug': 1, 'area: Samples': 1, 'area: mbox': 1}",7 days 09:35:07
2391078436,drivers: gpio: davinci: fix config layout,m-braunschweig,2025-03-13 14:03:53+00:00,2025-03-17 08:26:46+00:00,"{'bug': 1, 'area: GPIO': 1, 'Trivial': 1, 'platform: TI K3': 1}",3 days 18:22:53
2391007275,tests: Bluetooth: Tester: Fix bad memset in btb_bap_broadcast,Thalley,2025-03-13 13:40:11+00:00,2025-03-14 00:02:23+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'Trivial': 1, 'area: Bluetooth Qualification': 1, 'area: Bluetooth Audio': 1, 'size: XS': 1}",0 days 10:22:12
2388002723,include: zephyr: net: Add NULL checks for phy API calls,sayoojkkarun,2025-03-12 12:24:04+00:00,2025-03-14 13:41:57+00:00,"{'bug': 1, 'area: Networking': 1, 'area: Ethernet': 1}",2 days 01:17:53
2382657922,NXP LPSPI: Some bug fixes to the interrupt-based driver,decsny,2025-03-10 15:42:41+00:00,2025-03-14 16:55:16+00:00,"{'bug': 1, 'area: SPI': 1, 'platform: NXP Drivers': 1, 'backport v4.1-branch': 1}",4 days 01:12:35
2378249912,drivers: eth: phy: adin2111 correct logger name and includes,GeorgeCGV,2025-03-07 10:20:04+00:00,2025-03-08 02:38:50+00:00,"{'bug': 1, 'area: Ethernet': 1, 'Trivial': 1}",0 days 16:18:46
2373795987,boards: others: promicro_nrf52840: fix pwm binding,VynDragon,2025-03-05 15:11:20+00:00,2025-03-06 16:54:34+00:00,"{'bug': 1, 'area: Boards': 1, 'Trivial': 1, 'Release Blocker': 1}",1 days 01:43:14
2373379779,drivers: gpio: adp5585: fix wrong output register during pin configure,CkovMk,2025-03-05 12:01:36+00:00,2025-03-10 07:59:27+00:00,"{'bug': 1, 'area: GPIO': 1, 'platform: ADI': 1, 'backport v3.7-branch': 1, 'backport v4.0-branch': 1, 'backport v4.1-branch': 1}",4 days 19:57:51
2369830336,boards: renesas: Modify the default pinsel for adc0 on ek_ra4l1,khoa-nguyen-18,2025-03-04 06:42:08+00:00,2025-03-12 06:14:09+00:00,"{'bug': 1, 'area: ADC': 1, 'platform: Renesas RA': 1}",7 days 23:32:01
2368551767,net: dhcpv4: fix deadlock issue,man-gc,2025-03-03 16:21:01+00:00,2025-03-07 19:22:58+00:00,"{'bug': 1, 'area: Networking': 1, 'backport v4.1-branch': 1}",4 days 03:01:57
2366724716,soc: esp32: fix flash QIO mode boot,sylvioalves,2025-03-02 15:55:24+00:00,2025-03-05 00:15:33+00:00,"{'bug': 1, 'platform: ESP32': 1}",2 days 08:20:09
2365083237,lsm6dsv16x sensor: add SENSOR_ATTR_GBIAS attribute (SFLP),avisconti,2025-02-28 17:31:38+00:00,2025-04-01 09:59:31+00:00,"{'bug': 1, 'Enhancement': 1, 'area: Drivers': 1, 'area: Sensors': 1, 'area: Samples': 1, 'area: RTIO': 1}",31 days 16:27:53
2364894194,log: fix log_flush(),lyakh,2025-02-28 15:51:48+00:00,2025-03-07 19:20:01+00:00,"{'bug': 1, 'area: Logging': 1}",7 days 03:28:13
2364547254,tests: udc: fix the test for controllers with maximum number of endpoints,jfischer-no,2025-02-28 13:15:11+00:00,2025-03-07 18:53:08+00:00,"{'bug': 1, 'area: Drivers': 1, 'area: USB': 1, 'area: Tests': 1, 'Experimental': 1, 'backport v4.1-branch': 1}",7 days 05:37:57
2364335191,Tests: Bluetooth: Fix stack overflow for tester,theob-pro,2025-02-28 11:21:35+00:00,2025-02-28 17:30:09+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'Trivial': 1, 'area: Bluetooth Qualification': 1, 'area: Bluetooth Host': 1}",0 days 06:08:34
2363992701,mbox: temporary workaround for missing ic-msg,meijemac,2025-02-28 08:17:59+00:00,2025-05-21 15:34:57+00:00,"{'bug': 1, 'platform: nRF': 1, 'area: mbox': 1}",82 days 07:16:58
2363973110,subsys: random: Correct Mutex define,zhaynxp,2025-02-28 08:07:19+00:00,2025-03-04 20:55:46+00:00,"{'bug': 1, 'Trivial': 1, 'area: Random': 1, 'size: XS': 1}",4 days 12:48:27
2363848063,tests: drivers: uart: Remove static from buffers,sswetha18,2025-02-28 06:45:21+00:00,2025-03-04 12:16:12+00:00,"{'bug': 1, 'area: UART': 1}",4 days 05:30:51
2360703681,boards: adi: Fix incorrect gpio voltage select flags,MaureenHelm,2025-02-26 21:08:01+00:00,2025-02-28 17:29:37+00:00,"{'bug': 1, 'Trivial': 1, 'platform: ADI': 1}",1 days 20:21:36
2360010070,Bluetooth: Controller: Fix building ticker without remainder support,Tronil,2025-02-26 15:44:19+00:00,2025-03-07 19:02:50+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'area: Bluetooth Controller': 1, 'area: Bluetooth Host': 1, 'platform: nRF BSIM': 1}",9 days 03:18:31
2359683608,drivers: timer: sam0: fix MCLK pointer and mask in init function,kowalewskijan,2025-02-26 13:51:19+00:00,2025-02-28 13:55:00+00:00,"{'bug': 1, 'area: Timer': 1, 'platform: Microchip SAM': 1, 'size: XS': 1}",2 days 00:03:41
2359597070,Add console harness to check log message in sample.usbd.dfu test,marwaiehm-st,2025-02-26 13:23:34+00:00,2025-03-04 12:17:34+00:00,"{'bug': 1, 'area: USB': 1, 'area: Samples': 1, 'Experimental': 1}",5 days 22:54:00
2358712577,nRF54H20 FLL16M clock: Remove closed loop mode,bjarki-andreasen,2025-02-26 08:04:20+00:00,2025-05-20 15:08:31+00:00,"{'bug': 1, 'platform: nRF': 1, 'area: Clock Control': 1}",83 days 07:04:11
2357689579,west.yml: Update HAL NXP to get fix for LPFlexcomm build issue,mmahadevan108,2025-02-25 20:24:10+00:00,2025-02-27 23:20:24+00:00,"{'bug': 1, 'manifest': 1, 'manifest-hal_nxp': 1, 'size: XS': 1}",2 days 02:56:14
2357283905,shields: fix x_nucleo_iks01a3 overlay,pillo79,2025-02-25 17:00:13+00:00,2025-02-26 10:10:52+00:00,"{'bug': 1, 'area: Shields': 1, 'Trivial': 1}",0 days 17:10:39
2357105968,arduino_due: fix sample build issues,pillo79,2025-02-25 15:49:51+00:00,2025-02-26 22:05:14+00:00,"{'bug': 1, 'Trivial': 1}",1 days 06:15:23
2356692291,tests/drivers/gpio/gpio_reserved_ranges: Fix test & overlays,aescolar,2025-02-25 13:16:31+00:00,2025-02-25 19:39:43+00:00,"{'bug': 1, 'area: GPIO': 1, 'Trivial': 1}",0 days 06:23:12
2356657202,scripts: Restructure imports,LukaszMrugala,2025-02-25 13:02:00+00:00,2025-03-18 14:30:17+00:00,"{'bug': 1, 'area: Twister': 1}",21 days 01:28:17
2356195014,board: due: change pinctrl header to match soc,everedero,2025-02-25 09:54:47+00:00,2025-02-27 13:27:35+00:00,"{'bug': 1, 'Trivial': 1, 'size: XS': 1}",2 days 03:32:48
2356017015,twister: rename platform.py,LukaszMrugala,2025-02-25 08:52:15+00:00,2025-03-18 14:31:03+00:00,"{'bug': 1, 'area: Twister': 1}",21 days 05:38:48
2355966101,soc: imx8mm/n: fix pinctrl field shifting value,JiafeiPan,2025-02-25 08:33:26+00:00,2025-02-26 22:05:29+00:00,"{'bug': 1, 'Trivial': 1, 'platform: NXP MPU': 1}",1 days 13:32:03
2355259969,Bluetooth: Controller: Fix BT_CTLR_LOW_LAT_ULL dependency,cvinayak,2025-02-25 03:10:11+00:00,2025-02-28 13:53:28+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'area: Bluetooth Controller': 1}",3 days 10:43:17
2355021700,tests: spi: Add overlay for NXP 1040EVK FlexIO-SPI,mmahadevan108,2025-02-25 00:10:25+00:00,2025-02-27 07:01:04+00:00,"{'bug': 1, 'area: SPI': 1, 'Trivial': 1}",2 days 06:50:39
2351408828,drivers: sensor: si7060: fix: insecure data handling caught by coverity,fabocode,2025-02-22 17:08:19+00:00,2025-02-26 06:40:01+00:00,"{'bug': 1, 'area: Sensors': 1, 'Coverity': 1}",3 days 13:31:42
2351112218,secure_storage: fix Kconfig dependencies,JordanYates,2025-02-22 11:57:03+00:00,2025-02-27 09:07:57+00:00,"{'bug': 1, 'area: File System': 1, 'area: Samples': 1, 'Release Notes': 1, 'area: Secure Storage': 1}",4 days 21:10:54
2350987199,Bluetooth: Controller: Fix extended scanning assertion and fix single timer direction finding support,cvinayak,2025-02-22 06:06:12+00:00,2025-02-28 13:55:12+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'area: Bluetooth Controller': 1, 'backport v3.7-branch': 1, 'backport v4.0-branch': 1}",6 days 07:49:00
2350802432,settings: zms: fix a bug related to the name's ID,rghaddab,2025-02-22 01:25:40+00:00,2025-03-06 11:37:59+00:00,"{'bug': 1, 'area: Settings': 1, 'Release Blocker': 1}",12 days 10:12:19
2350572213,drivers: nxp_flexio_spi: Fix transfer failures,mmahadevan108,2025-02-21 21:38:16+00:00,2025-02-26 00:39:26+00:00,"{'bug': 1, 'area: SPI': 1, 'platform: NXP Drivers': 1}",4 days 03:01:10
2350079969,drivers: udc_stm32: handle ZLP flag for control transfers as well,jfischer-no,2025-02-21 16:38:00+00:00,2025-02-25 19:41:04+00:00,"{'bug': 1, 'area: Drivers': 1, 'area: USB': 1, 'platform: STM32': 1, 'size: XS': 1}",4 days 03:03:04
2350028555,NXP LPSPI: Fix some regressions,decsny,2025-02-21 16:13:56+00:00,2025-02-27 23:18:47+00:00,"{'bug': 1, 'area: SPI': 1, 'platform: NXP': 1, 'Regression': 1, 'platform: NXP Drivers': 1}",6 days 07:04:51
2347651558,drivers: sensor: scd4x: fix int overflow on val2 for temp and hum,thomzach,2025-02-20 16:56:56+00:00,2025-02-21 03:39:42+00:00,"{'bug': 1, 'area: Sensors': 1, 'Trivial': 1, 'size: XS': 1}",0 days 10:42:46
2347501064,west.yml: update hal_nxp to include entropy fix,andrei-menzopol,2025-02-20 15:57:41+00:00,2025-02-21 03:39:34+00:00,"{'bug': 1, 'Trivial': 1, 'manifest': 1, 'manifest-hal_nxp': 1, 'size: XS': 1}",0 days 11:41:53
2347496378,scripts: west_commands: runners: fix west flash ignoring --no-reset,dcullina,2025-02-20 15:55:39+00:00,2025-03-18 12:04:39+00:00,"{'bug': 1, 'area: West': 1, 'size: XS': 1}",25 days 20:09:00
2347428444,drivers: usb_dc_rpi_pico: do not enable interrupt in driver init,jfischer-no,2025-02-20 15:26:30+00:00,2025-02-21 15:14:32+00:00,"{'bug': 1, 'area: Drivers': 1, 'area: USB': 1, 'Trivial': 1}",0 days 23:48:02
2347326633,modules: tf-m: fix Ethos-U Cmake warnings,wearyzen,2025-02-20 14:52:49+00:00,2025-03-17 15:25:12+00:00,"{'bug': 1, 'area: TF-M': 1}",25 days 00:32:23
2347314195,samples: drivers: i2c: rtio_loopback: change harness to console,bjarki-andreasen,2025-02-20 14:48:17+00:00,2025-02-20 20:31:07+00:00,"{'bug': 1, 'area: I2C': 1, 'area: Samples': 1, 'Trivial': 1}",0 days 05:42:50
2347226056,Bluetooth: Fix uninitialized variable in id.c,Yagoor,2025-02-20 14:12:16+00:00,2025-02-24 15:37:41+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'area: Bluetooth Host': 1}",4 days 01:25:25
2347036053,bluetooth: Guard gatt_prepare_write against calls while disconnected,ubieda,2025-02-20 12:52:14+00:00,2025-02-24 15:37:19+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'area: Bluetooth Host': 1}",4 days 02:45:05
2347016864,modules: hal_nordic: update version to include USBREG fix,jfischer-no,2025-02-20 12:43:12+00:00,2025-02-27 23:18:39+00:00,"{'bug': 1, 'area: Drivers': 1, 'area: USB': 1, 'manifest': 1, 'manifest-hal_nordic': 1}",7 days 10:35:27
2346595747,net: tc: Ensure TC queueing works from ISR,rlubos,2025-02-20 09:32:18+00:00,2025-02-24 15:36:33+00:00,"{'bug': 1, 'area: Networking': 1}",4 days 06:04:15
2345544674,soc: NXP RT1180 fix trdc permissions set multicore,TomasGalbickaNXP,2025-02-19 20:58:37+00:00,2025-02-22 06:12:32+00:00,"{'bug': 1, 'platform: NXP': 1}",2 days 09:13:55
2344320980,qemu/riscv: define RAM and Flash sizes to restore CI coverage,pillo79,2025-02-19 11:12:41+00:00,2025-02-24 20:19:29+00:00,"{'bug': 1, 'area: RISCV': 1, 'area: llext': 1}",5 days 09:06:48
2344319586,cmake: sanitize json input string,tejlmand,2025-02-19 11:12:00+00:00,2025-02-21 11:41:26+00:00,"{'bug': 1, 'area: Build System': 1}",2 days 00:29:26
2344230762,Update I2C driver and nodes for MAX32 SoCs,hfakkiz,2025-02-19 10:33:17+00:00,2025-02-21 18:02:42+00:00,"{'bug': 1, 'area: I2C': 1, 'platform: ADI': 1}",2 days 07:29:25
2344144338,llext: fix RISC-V inspection tests,pillo79,2025-02-19 09:53:44+00:00,2025-02-19 10:34:33+00:00,"{'bug': 1, 'area: llext': 1}",0 days 00:40:49
2343901519,llext: Disable small data sections on RISC-V,WorldofJARcraft,2025-02-19 08:00:23+00:00,2025-02-21 11:40:44+00:00,"{'bug': 1, 'area: Build System': 1, 'area: Toolchains': 1}",2 days 03:40:21
2343556290,sensor: lsm6ds: fix: Do not enable Streaming for buses with no RTIO support,ubieda,2025-02-19 03:15:32+00:00,2025-02-21 18:02:32+00:00,"{'bug': 1, 'area: Sensors': 1}",2 days 14:47:00
2343547566,manifest: update hal_renesas to fix DCACHE issue,khoa-nguyen-18,2025-02-19 03:05:09+00:00,2025-02-21 03:39:24+00:00,"{'bug': 1, 'manifest': 1, 'manifest-hal_renesas': 1, 'platform: Renesas RA': 1}",2 days 00:34:15
2343310154,drivers: video: sw_generator: add more formats and try to simplify,josuah,2025-02-18 23:13:37+00:00,2025-05-21 17:56:31+00:00,"{'bug': 1, 'area: Samples': 1, 'area: Video': 1}",91 days 18:42:54
2343260542,sensor: adxl367 and adxl372: fix CI build-failure with streaming mode,ubieda,2025-02-18 22:35:56+00:00,2025-02-21 03:39:16+00:00,"{'bug': 1, 'area: Sensors': 1, 'platform: ADI': 1}",2 days 05:03:20
2342548993,net: arp: Fix ARP protocol handler to not use Ethernet hdr directly,jukkar,2025-02-18 16:28:30+00:00,2025-02-20 20:04:44+00:00,"{'bug': 1, 'area: Networking': 1}",2 days 03:36:14
2341825056,hci_da1453x: fix polarity of reset gpio,pillo79,2025-02-18 11:47:59+00:00,2025-02-18 17:40:08+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'Trivial': 1, 'area: Bluetooth HCI': 1, 'size: XS': 1}",0 days 05:52:09
2341640170,drivers: ethernet: phy: dm8806: Fix driver bindings,pdgendt,2025-02-18 10:29:58+00:00,2025-02-20 10:47:21+00:00,"{'bug': 1, 'area: Ethernet': 1}",2 days 00:17:23
2341541702,drivers: pinctrl: silabs: Fix pin deallocation from digital bus,asmellby,2025-02-18 09:46:08+00:00,2025-02-18 17:39:51+00:00,"{'bug': 1, 'platform: Silabs': 1, 'Trivial': 1, 'area: Pinctrl': 1}",0 days 07:53:43
2341139256,Bluetooth: Shell: fix assert when print address.,gzh-terry,2025-02-18 05:49:06+00:00,2025-02-20 10:47:40+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'area: Bluetooth Host': 1}",2 days 04:58:34
2340753710,boards: mimxrt1050_evk: Fix test/sample conf names,decsny,2025-02-17 23:33:16+00:00,2025-02-18 17:38:51+00:00,"{'bug': 1, 'area: SPI': 1, 'area: Networking': 1, 'area: Sensors': 1, 'area: DMA': 1, 'area: Samples': 1, 'platform: NXP': 1, 'Trivial': 1, 'size: XS': 1}",0 days 18:05:35
2340498192,spi_rtio: fix Transaction OPs for Default SPI RTIO,ubieda,2025-02-17 19:53:21+00:00,2025-02-20 20:06:32+00:00,"{'bug': 1, 'area: SPI': 1, 'backport v4.0-branch': 1}",3 days 00:13:11
2340208325,tests: net: Fix conn_mgr_monitor tests ,rlubos,2025-02-17 16:52:12+00:00,2025-02-19 17:48:53+00:00,"{'bug': 1, 'area: Networking': 1, 'area: Tests': 1, 'backport v3.7-branch': 1, 'backport v4.0-branch': 1}",2 days 00:56:41
2339652929,cmake: mwdt assembler option for imacros,bjorniuppsala,2025-02-17 12:39:47+00:00,2025-02-19 14:50:18+00:00,"{'priority: high': 1, 'area: Build System': 1, 'area: Toolchains': 1}",2 days 02:10:31
2339310329,tests: drivers: adc: fix overlay filenames for nucleo_n657x0_q_sb board,kartben,2025-02-17 10:04:03+00:00,2025-02-17 15:48:43+00:00,"{'bug': 1, 'area: ADC': 1, 'area: Tests': 1, 'Trivial': 1, 'size: XS': 1}",0 days 05:44:40
2339191126,manifest: Update nRF hw models to latest,rugeGerritsen,2025-02-17 09:10:17+00:00,2025-02-17 15:49:08+00:00,"{'bug': 1, 'Trivial': 1, 'manifest': 1, 'manifest-nrf_hw_models': 1, 'size: XS': 1}",0 days 06:38:51
2338988193,Fix sample.sensor.shell.pytest test on vmu_rt1170/mimxrt1176/cm7,kartben,2025-02-17 07:25:04+00:00,2025-02-24 09:49:53+00:00,"{'bug': 1, 'area: Sensors': 1, 'area: Samples': 1, 'area: Tests': 1}",7 days 02:24:49
2337790789,subsys/usb: usbd_cdc_acm: reset semephor if usb transfer failed or got canceled,bearsh,2025-02-15 15:45:45+00:00,2025-02-25 15:33:25+00:00,"{'bug': 1, 'area: USB': 1, 'Experimental': 1}",9 days 23:47:40
2336498650,drivers: gpio: xlnx: Add support for versal2 PS/PMC GPIO,AlvinPaul26,2025-02-14 15:52:39+00:00,2025-02-14 20:02:53+00:00,"{'bug': 1, 'area: GPIO': 1, 'Trivial': 1, 'platform: Xilinx': 1, 'size: XS': 1}",0 days 04:10:14
2335912179,net: coap_client: Stop all socket activities when cancelling requests,rlubos,2025-02-14 11:32:19+00:00,2025-02-18 12:31:16+00:00,"{'bug': 1, 'area: Networking': 1, 'area: Samples': 1, 'area: Sockets': 1}",4 days 00:58:57
2335577279,Bluetooth: AICS: Fix check for BT_AICS_INPUT_TYPE,Thalley,2025-02-14 09:01:39+00:00,2025-02-15 06:23:37+00:00,"{'bug': 1, 'area: Bluetooth': 1, 'Trivial': 1, 'area: Bluetooth Audio': 1, 'size: XS': 1}",0 days 21:21:58
